age,age_onset,birthplace,filename,,male,61,usa,FALSE,english,578,
30,0,"woonsocket, rhode island, usa",english414,,female,1273,peru,FALSE,spanish,162,
32,0,"woonsocket, rhode island, usa",english415,,male,1290,bolivia,FALSE,spanish,162,
34,0,"sydney, australia",english416,,male,1301,mexico,FALSE,spanish,162,
20,0,"cardiff, wales, uk",english417,,female,1338,peru,FALSE,spanish,162,
29,0,"arlington, virginia",english418,,female,1344,peru,FALSE,spanish,162,
27,0,"youngstown, ohio, usa",english419,,male,349,el salvador,FALSE,spanish,162,
65,0,"nigel, south africa",english42,,female,1346,colombia,FALSE,spanish,162,
21,0,"auckland, new zealand",english420,,female,1347,puerto rico,FALSE,spanish,162,
38,0,"landstuhl, germany",english421,,male,1396,bolivia,FALSE,spanish,162,
31,0,"rochester, new york, usa",english422,,male,1397,bolivia,FALSE,spanish,162,
24,0,"baltimore, maryland, usa",english423,,female,1398,argentina,FALSE,spanish,162,
75,0,"danville, virginia, usa",english424,,female,1399,argentina,FALSE,spanish,162,
31,0,"danville, virginia, usa",english425,,male,1400,argentina,FALSE,spanish,162,
30,0,"florence, south carolina, usa",english426,,male,1401,bolivia,FALSE,spanish,162,
68,0,"hanover, pennsylvania, usa",english427,,male,1402,bolivia,FALSE,spanish,162,
55,0,"kingstree, south carolina, usa",english428,,male,1425,mexico,FALSE,spanish,162,
19,0,"philadelphia, pennsylvania, usa",english429,,male,350,venezuela,FALSE,spanish,162,
47,0,"vancouver, british columbia, canada",english43,,female,1431,venezuela,FALSE,spanish,162,
23,0,"melbourne, australia",english430,,female,1433,venezuela,FALSE,spanish,162,
23,0,"green bay, wisconsin, usa",english431,,male,1435,cuba,FALSE,spanish,162,
22,0,"dublin, ireland",english432,,female,1436,honduras,FALSE,spanish,162,
32,0,"gladwin, michigan, usa",english433,,male,1439,colombia,FALSE,spanish,162,
24,0,"kansas city, kansas, usa",english434,,female,1444,mexico,FALSE,spanish,162,
20,0,"palm springs, california, usa",english435,,female,1449,peru,FALSE,spanish,162,
19,0,"freeport, the bahamas",english436,,female,1450,colombia,FALSE,spanish,162,
21,0,"cleveland, ohio, usa",english437,,male,1451,mexico,FALSE,spanish,162,
20,0,"houston, texas, usa",english438,,female,1506,peru,FALSE,spanish,162,
18,0,"richmond, british columbia, canada",english439,,female,11,saudi arabia,FALSE,arabic,102,
63,0,"winston salem, north carolina, usa",english44,,male,12,egypt,FALSE,arabic,102,
22,0,"glasgow, scotland, uk",english440,,female,2159,lebanon,FALSE,arabic,102,
19,0,"oquawka, illinois, usa",english441,,male,2160,qatar,FALSE,arabic,102,
23,0,"salisbury mills, new york, usa",english442,,male,2161,saudi arabia,FALSE,arabic,102,
31,0,"fort collins, colorado, usa",english443,,female,13,tunisia,FALSE,arabic,102,
24,0,"anniston, alabama, usa",english444,,male,14,iraq,FALSE,arabic,102,
60,0,"san francisco, california, usa",english445,,male,15,lebanon,FALSE,arabic,102,
23,0,"moorhead, minnesota, usa",english446,,male,428,jordan,FALSE,arabic,102,
21,0,"hartford, connecticut, usa",english447,,male,437,tunisia,FALSE,arabic,102,
20,0,"isle of arran, scotland, uk",english448,,male,471,morocco,FALSE,arabic,102,
27,0,"barton, vermont, usa",english449,,male,512,morocco,FALSE,arabic,102,
52,0,"pine bluff, arkansas, usa",english45,,male,539,kuwait,FALSE,arabic,102,
26,0,"windsor, uk",english450,,male,625,morocco,FALSE,arabic,102,
44,0,"hazlehurst, georgia, usa",english451,,male,16,syria,FALSE,arabic,102,
24,0,"newcastle, australia",english452,,male,643,lebanon,FALSE,arabic,102,
21,0,"chicago, illinois, usa",english453,,female,670,lebanon,FALSE,arabic,102,
19,0,"raleigh, north carolina, usa",english454,,female,920,united arab emirates,FALSE,arabic,102,
29,0,"washington, dc, usa",english455,,male,927,egypt,FALSE,arabic,102,
37,0,"lancashire, leyland, uk",english456,,male,970,egypt,FALSE,arabic,102,
43,0,"syracuse, new york, usa",english457,,male,1011,israel (occupied territory),FALSE,arabic,102,
22,0,"reno, nevada, usa",english458,,female,1012,jordan,FALSE,arabic,102,
19,0,"charlotte, north carolina, usa",english459,,male,1013,israel,FALSE,arabic,102,
73,0,"creswell, north carolina, usa",english46,,male,1115,united arab emirates,FALSE,arabic,102,
19,0,"rutland, england, uk",english460,,male,1116,qatar,FALSE,arabic,102,
44,0,"poughkeepsie, new york, usa",english461,,male,17,qatar,FALSE,arabic,102,
20,0,"paducah, kentucky, usa",english462,,female,1133,saudi arabia,FALSE,arabic,102,
53,0,"brooklyn, new york, usa",english463,,female,1181,iraq,FALSE,arabic,102,
27,0,"ottawa, ontario, canada",english464,,male,1203,iraq,FALSE,arabic,102,
20,0,"aylesbury, buckinghamshire, uk",english465,,female,1204,iraq,FALSE,arabic,102,
18,0,"portland, maine, usa",english466,,female,1253,kuwait,FALSE,arabic,102,
23,1,"pozzuoli, italy",english467,,male,1391,saudi arabia,FALSE,arabic,102,
30,0,"myrtle beach, south carolina, usa",english468,,male,1392,saudi arabia,FALSE,arabic,102,
22,0,"knoxville, tennessee, usa",english469,,male,1393,saudi arabia,FALSE,arabic,102,
76,0,"plantersville, arkansas, usa",english47,,female,1394,usa,FALSE,arabic,102,
21,0,"leighton buzzard, uk",english470,,male,1405,saudi arabia,FALSE,arabic,102,
26,0,"calgary, alberta, canada",english471,,male,18,united arab emirates,FALSE,arabic,102,
26,0,"rota, spain",english472,,male,1420,saudi arabia,FALSE,arabic,102,
20,0,"nottingham, uk",english473,,male,1421,saudi arabia,FALSE,arabic,102,
33,0,"rochester, minnesota, usa",english474,,male,1422,saudi arabia,FALSE,arabic,102,
29,0,"ogden, utah, usa",english475,,female,1426,lebanon,FALSE,arabic,102,
64,0,"manchester, new hampshire, usa",english476,,female,1455,saudi arabia,FALSE,arabic,102,
31,0,"san diego, california, usa",english477,,female,1456,usa,FALSE,arabic,102,
19,0,"sydney, nova scotia, canada",english478,,male,1457,saudi arabia,FALSE,arabic,102,
64,0,"new york, new york, usa",english479,,male,1458,saudi arabia,FALSE,arabic,102,
26,0,"port moresby, national capital district, papua new guinea",english48,,male,1459,saudi arabia,FALSE,arabic,102,
58,0,"winston-salem, north carolina, usa",english480,,male,1460,saudi arabia,FALSE,arabic,102,
88,0,"stringtown, oklahoma, usa",english481,,female,19,morocco,FALSE,arabic,102,
74,0,"yeadon, pennsylvania, usa",english482,,male,1461,saudi arabia,FALSE,arabic,102,
19,0,"boston, massachusetts, usa",english483,,male,1486,saudi arabia,FALSE,arabic,102,
24,0,"dublin, ireland",english484,,female,1487,saudi arabia,FALSE,arabic,102,
20,0,"cromwell, connecticut, usa",english485,,male,1526,morocco,FALSE,arabic,102,
53,0,"corentyne, guyana",english486,,male,1565,iraq,FALSE,arabic,102,
22,0,"london, uk",english487,,male,1569,lebanon,FALSE,arabic,102,
35,0,"irvine, scotland, uk",english488,,male,1677,algeria,FALSE,arabic,102,
46,0,"kingston, jamaica",english489,,female,1699,lebanon,FALSE,arabic,102,
43,0,"castro valley, california, usa",english49,,male,1700,iraq,FALSE,arabic,102,
18,0,"auckland, new zealand",english490,,male,1702,jordan,FALSE,arabic,102,
79,0,"westmoreland, jamaica",english491,,male,20,yemen,FALSE,arabic,102,
22,0,"omaha, nebraska, usa",english492,,male,1711,egypt,FALSE,arabic,102,
20,0,"miami, florida, usa",english493,,male,1753,bahrain,FALSE,arabic,102,
27.5,0,"findlay, ohio, usa",english494,,male,1768,saudi arabia,FALSE,arabic,102,
21,0,"kirkland, washington, usa",english495,,female,1769,libya,FALSE,arabic,102,
20,0,"london, england, uk",english496,,male,1777,saudi arabia,FALSE,arabic,102,
22,0,"cleveland, ohio, usa",english497,,female,1778,oman,FALSE,arabic,102,
27,0,"prince george, british columbia, canada",english498,,male,1784,saudi arabia,FALSE,arabic,102,
21,0,"st. paul, minnesota, usa",english499,,male,1785,iraq,FALSE,arabic,102,
62,0,"fairfax, virginia, usa",english5,,male,1805,uk,FALSE,arabic,102,
29,0,"baltic, south dakota, usa",english50,,female,1810,sudan,FALSE,arabic,102,
38,0,"albury, new south wales, australia",english500,,female,21,morocco,FALSE,arabic,102,
64,0,"pittsburgh, pennsylvania, usa",english501,,male,1827,morocco,FALSE,arabic,102,
30,0,"farmington hills, michigan, usa",english502,,female,1828,kuwait,FALSE,arabic,102,
29,0,"benin city, nigeria",english503,,female,1832,iraq,FALSE,arabic,102,
25,0,"west palm beach, florida, usa",english504,,female,1841,israel,FALSE,arabic,102,
50,0,"beirut, lebanon",english505,,male,1870,egypt,FALSE,arabic,102,
30,0,"new orleans, louisiana, usa",english506,,female,1885,saudi arabia,FALSE,arabic,102,
21,0,"accra, ghana",english507,,male,1892,saudi arabia,FALSE,arabic,102,
20,0,"winfield, illinois, usa",english508,,female,1894,saudi arabia,FALSE,arabic,102,
44,0,"coudersport, pennsylvania, usa",english509,,female,1897,usa,FALSE,arabic,102,
67,0,"detroit, michigan, usa",english51,,female,1899,saudi arabia,FALSE,arabic,102,
66,0,"philadelphia, pennsylvania, usa",english510,,male,22,morocco,FALSE,arabic,102,
31,0,"montgomery, alabama, usa",english511,,male,1901,saudi arabia,FALSE,arabic,102,
54,0,"salina, kansas, usa",english512,,male,1914,saudi arabia,FALSE,arabic,102,
52,0,"bocas del toro, panama",english513,,male,1917,syria,FALSE,arabic,102,
57,0,"youngstown, ohio, usa",english514,,male,1920,saudi arabia,FALSE,arabic,102,
55,0,"youngstown, ohio, usa",english515,,female,1927,saudi arabia,FALSE,arabic,102,
32,0,"dripping springs, texas, usa",english516,,female,1963,saudi arabia,FALSE,arabic,102,
33,0,"colorado springs, colorado, usa",english517,,male,1964,egypt,FALSE,arabic,102,
24,0,"kells, meath, ireland",english518,,female,2005,kuwait,FALSE,arabic,102,
18,1,"karachi, pakistan",english519,,female,2008,lebanon,FALSE,arabic,102,
20,0,"calgary, alberta, canada",english52,,female,2022,iraq,FALSE,arabic,102,
47,0,"st. paul, minnesota, usa",english520,,female,23,israel,FALSE,arabic,102,
25,0,"bethesda, maryland, usa",english521,,female,2036,libya,FALSE,arabic,102,
22,0,"bethpage, new york, usa",english522,,female,2086,saudi arabia,FALSE,arabic,102,
18,0,"madison, wisconsin, usa",english523,,male,2087,iraq,FALSE,arabic,102,
19,0,"downers grove, illinois, usa",english524,,female,2112,iraq,FALSE,arabic,102,
18,0,"albion, new york, usa",english525,,female,2114,united arab emirates,FALSE,arabic,102,
20,0,"woodbridge, virginia, usa",english526,,female,2143,kuwait,FALSE,arabic,102,
25,0,"wynnewood, pennsylvania, usa",english527,,male,2153,saudi arabia,FALSE,arabic,102,
52,0,"green bay, wisconsin, usa",english528,,female,2154,united arab emirates,FALSE,arabic,102,
29,0,"burlington, vermont, usa",english529,,female,2155,united arab emirates,FALSE,arabic,102,
63,0,"syracuse, new york, usa",english53,,female,2157,saudi arabia,FALSE,arabic,102,
50,0,"detroit, michigan, usa",english530,,female,256,china,FALSE,mandarin,65,
29,0,"nokesville, virginia, usa",english531,,male,491,china,FALSE,mandarin,65,
23,0,"bristol, connecticut, usa",english532,,female,607,taiwan,FALSE,mandarin,65,
38,0,"fairfax, virginia, usa",english533,,male,623,singapore,FALSE,mandarin,65,
29,0,"mineola, new york, usa",english534,,male,685,taiwan,FALSE,mandarin,65,
22,0,"plymouth, massachusetts, usa",english535,,male,719,china,FALSE,mandarin,65,
21,0,"richmond, virginia, usa",english536,,female,746,taiwan,FALSE,mandarin,65,
21,0,"woodbridge, virginia, usa",english537,,male,750,taiwan,FALSE,mandarin,65,
20,0,"lyndhurst, virginia, usa",english538,,male,796,china,FALSE,mandarin,65,
19,0,"orange county, california, usa",english539,,female,872,taiwan,FALSE,mandarin,65,
40,0,"new albany, indiana, usa",english54,,male,916,china,FALSE,mandarin,65,
18,0,"arlington, virginia, usa",english540,,female,257,china,FALSE,mandarin,65,
27,0,"fort lauderdale, florida, usa",english541,,female,931,taiwan,FALSE,mandarin,65,
60,0,"toronto, ontario, canada",english542,,female,984,china,FALSE,mandarin,65,
39,0,"vancouver, british columbia, canada",english543,,female,1019,china,FALSE,mandarin,65,
31,0,"hanover, new hampshire, usa",english544,,female,1044,taiwan,FALSE,mandarin,65,
56,0,"tangier island, virginia, usa",english545,,female,1089,china,FALSE,mandarin,65,
43,0,"tangier island, virginia, usa",english546,,female,1125,china,FALSE,mandarin,65,
63,0,"tangier island, virginia, usa",english547,,female,1141,china,FALSE,mandarin,65,
61,0,"dublin, ireland",english548,,male,1154,china,FALSE,mandarin,65,
19,0,"exminister, uk",english549,,male,1447,china,FALSE,mandarin,65,
53,0,"st. louis, missouri, usa",english55,,male,1490,china,FALSE,mandarin,65,
82,0,"fredericksburg, virginia, usa",english550,,male,258,china,FALSE,mandarin,65,
81,0,"king george, virginia, usa",english551,,male,1491,taiwan,FALSE,mandarin,65,
23,0,"bethesda, maryland, usa",english552,,female,1519,china,FALSE,mandarin,65,
21,0,"nashville, tennessee, usa",english553,,female,1527,taiwan,FALSE,mandarin,65,
22,0,"hoffman estates, illinois, usa",english554,,male,1541,china,FALSE,mandarin,65,
90,0,"brooklyn, new york, usa",english555,,female,1578,china,FALSE,mandarin,65,
84,0,"brooklyn, new york, usa",english556,,female,1579,china,FALSE,mandarin,65,
25,2,"sharjah, united arab emirates",english557,,female,1580,china,FALSE,mandarin,65,
23,0,"queens, new york, usa",english558,,female,1581,china,FALSE,mandarin,65,
19,0,"reston, virginia, usa",english559,,female,1582,china,FALSE,mandarin,65,
20,0,"londonderry, northern ireland, uk",english56,,female,1583,china,FALSE,mandarin,65,
22,0,"hartford, connecticut, usa",english560,,female,259,china,FALSE,mandarin,65,
20,0,"yorktown, virginia, usa",english561,,male,1614,china,FALSE,mandarin,65,
30,0,"florence, south carolina, usa",english562,,female,1615,china,FALSE,mandarin,65,
32,0,"manassas, virginia, usa",english563,,female,1616,china,FALSE,mandarin,65,
52,0,"casper, wyoming, usa",english564,,female,1617,china,FALSE,mandarin,65,
27,0,"portland, oregon, usa",english565,,male,1630,china,FALSE,mandarin,65,
22,0,"derby, england, uk",english566,,female,1631,china,FALSE,mandarin,65,
24,0,"new york, new york, usa",english567,,female,1636,china,FALSE,mandarin,65,
86,0,"quincy, florida, usa",english568,,female,1644,china,FALSE,mandarin,65,
24,0,"sydney, australia",english569,,male,1645,china,FALSE,mandarin,65,
34,0,"birmingham 1, uk",english57,,male,1736,china,FALSE,mandarin,65,
42,0,"parma, ohio, usa",english570,,female,260,china,FALSE,mandarin,65,
39,0,"washington, dc, usa",english571,,male,1788,taiwan,FALSE,mandarin,65,
51,0,"fort worth, texas, usa",english572,,male,1792,china,FALSE,mandarin,65,
46,0,"painesville, ohio, usa",english573,,female,1793,china,FALSE,mandarin,65,
26,0,"toronto, ontario, canada",english574,,female,1817,china,FALSE,mandarin,65,
24,0,"great falls, virginia, usa",english575,,female,1900,china,FALSE,mandarin,65,
63,0,"washington, dc, usa",english576,,female,1909,china,FALSE,mandarin,65,
38,0,"san leandro, california, usa",english577,,female,1910,china,FALSE,mandarin,65,
60,0,"salford, lancashire, uk",english578,,male,1990,china,FALSE,mandarin,65,
22,0,"adelaide, australia",english579,,male,2000,usa,FALSE,mandarin,65,
46,0,"southhampton, uk",english58,,female,2019,china,FALSE,mandarin,65,
30,0,"columbus, ohio, usa",english59,,female,261,china,FALSE,mandarin,65,
45,0,"brooklyn, new york, usa",english6,,female,2109,china,FALSE,mandarin,65,
18,0,"chesapeake, virginia, usa",english60,,female,2116,china,FALSE,mandarin,65,
19,0,"toronto, ontario, canada",english61,,male,2117,china,FALSE,mandarin,65,
30,0,"west jordan, utah, usa",english62,,male,2119,china,FALSE,mandarin,65,
21,0,"lewisville, texas, usa",english63,,female,2129,china,FALSE,mandarin,65,
25,0,"montreal, quebec, canada",english64,,female,2173,china,FALSE,mandarin,65,
47,0,"lewistown, pennsylvania, usa",english65,,male,262,usa,FALSE,mandarin,65,
19,0,"baltimore, maryland, usa",english66,,male,430,china,FALSE,mandarin,65,
37,0,"princeton, indiana, usa",english67,,male,451,china,FALSE,mandarin,65,
52,0,"new york, new york, usa",english68,,female,179,france,FALSE,french,63,
23,0,"adelaide, australia",english69,,male,500,france,FALSE,french,63,
52,0,"macon, mississippi, usa",english7,,male,514,france,FALSE,french,63,
21,0,"beaumont, texas, usa",english70,,female,524,canada,FALSE,french,63,
20,0,"west covina, california, usa",english71,,male,628,france,FALSE,french,63,
31,0,"kilkenny, ireland",english72,,female,629,france,FALSE,french,63,
24,0,"darwin, australia",english73,,male,633,france,FALSE,french,63,
21,0,"wichita, kansas, usa",english74,,female,658,canada,FALSE,french,63,
32,0,"idaho falls, idaho, usa",english75,,male,683,switzerland,FALSE,french,63,
18,0,"boston, massachusetts, usa",english76,,male,741,usa,FALSE,french,63,
26,0,"melbourne, australia",english77,,male,755,france,FALSE,french,63,
20,0,"caribou, maine, usa",english78,,male,180,tunisia,FALSE,french,63,
73,0,"boston, massachusetts, usa",english79,,male,804,canada,FALSE,french,63,
21,0,"perth, australia",english8,,male,811,france,FALSE,french,63,
34,0,"glasgow, scotland, uk",english80,,female,822,belgium,FALSE,french,63,
30,0,"st. paul, minnesota, usa",english81,,female,823,belgium,FALSE,french,63,
50,0,"chicago, illinois, usa",english82,,male,832,algeria,FALSE,french,63,
42,0,"winnfield, louisiana, usa",english83,,male,860,france,FALSE,french,63,
45,0,"sydney, australia",english84,,female,917,canada,FALSE,french,63,
31,0,"strabane, northern ireland, uk",english85,,female,932,algeria,FALSE,french,63,
50,0,"charleston, south carolina, usa",english86,,female,957,haiti,FALSE,french,63,
18,0,"tamworth, australia",english87,,female,1021,france,FALSE,french,63,
18,0,"grand rapids, michigan, usa",english88,,female,181,france,FALSE,french,63,
18,0,"kingston ma, massachusetts, usa",english89,,male,1023,democratic republic of congo,FALSE,french,63,
48,0,"carthage, texas, usa",english9,,male,1062,france,FALSE,french,63,
53,0,"pittsburgh, pennsylvania, usa",english90,,male,1080,democratic republic of congo,FALSE,french,63,
23,0,"kingston, jamaica",english91,,male,1127,canada,FALSE,french,63,
22,0,"wisconsin rapids, wisconsin, usa",english92,,male,1160,ivory coast,FALSE,french,63,
22,0,"mamou, louisiana, usa",english93,,male,1189,france,FALSE,french,63,
55,0,"pensacola, florida, usa",english94,,female,1304,france,FALSE,french,63,
18,0,"mishawaka, indiana, usa",english95,,male,1306,france,FALSE,french,63,
31,0,"point pleasant, new jersey, usa",english96,,male,1424,canada,FALSE,french,63,
42,0,"wilmington nc, north carolina, usa",english97,,male,1427,france,FALSE,french,63,
22,0,"spokane, washington, usa",english98,,female,182,ivory coast,FALSE,french,63,
52,0,"pittsburgh, pennsylvania, usa",english99,,female,1429,france,FALSE,french,63,
26,7,"tallinn, estonia",estonian1,,male,1474,andorra,FALSE,french,63,
27,12,"viljandi, estonia",estonian2,,female,1509,democratic republic of congo,FALSE,french,63,
22,9,"tallinn, estonia",estonian3,,male,1535,france,FALSE,french,63,
28,9,"paide, estonia",estonian4,,female,1545,switzerland,FALSE,french,63,
25,9,"accra, ghana",ewe1,,male,1567,canada,FALSE,french,63,
37,5,"accra, ghana",ewe2,,male,1643,france,FALSE,french,63,
20,11,"malabo, equatorial guinea",fang1,,female,1662,france,FALSE,french,63,
32,6,"ajumako, ghana",fanti1,,female,1701,cameroon,FALSE,french,63,
24,7,"accra, ghana",fanti2,,male,1729,france,FALSE,french,63,
46,5,"accra, ghana",fanti3,,female,183,cameroon,FALSE,french,63,
28,11,"torshavn, faroe islands",faroese1,,female,1751,france,FALSE,french,63,
22,13,"tehran, iran",farsi1,,male,1765,belgium,FALSE,french,63,
45,10,"tehran, iran",farsi10,,female,1813,portugal,FALSE,french,63,
32,4,"kabul, afghanistan",farsi11,,female,1830,france,FALSE,french,63,
42,11,"kerman, iran",farsi12,,female,1846,france,FALSE,french,63,
37,12,"ghasreshirin, iran",farsi13,,female,1889,morocco,FALSE,french,63,
52,6,"bethesda, maryland, usa",farsi14,,female,1898,cameroon,FALSE,french,63,
20,4,"tehran, iran",farsi15,,male,1931,senegal,FALSE,french,63,
54,38,"abadan, iran",farsi16,,female,1937,cameroon,FALSE,french,63,
27,16,"gorgan, iran",farsi17,,female,1938,france,FALSE,french,63,
19,5,"tehran, iran",farsi18,,female,184,gabon,FALSE,french,63,
63,27,"tehran, iran",farsi19,,female,1945,france,FALSE,french,63,
34,18,"esfahan, iran",farsi2,,female,1998,pakistan,FALSE,french,63,
48,19,"mazare sharif, afghanistan",farsi20,,female,2030,france,FALSE,french,63,
20,5,"kabul, afghanistan",farsi21,,male,2111,burkina faso,FALSE,french,63,
20,5,"tehran, iran",farsi22,,male,185,canada,FALSE,french,63,
24,5,"shiraz, iran",farsi23,,male,186,belgium,FALSE,french,63,
28,14,"esfahan, iran",farsi3,,male,412,martinique,FALSE,french,63,
21,15,"mazandran, iran",farsi4,,male,238,south korea,FALSE,korean,52,
43,14,"tehran, iran",farsi5,,male,483,south korea,FALSE,korean,52,
27,9,"tehran, iran",farsi6,,male,559,south korea,FALSE,korean,52,
29,11,"tehran, iran",farsi7,,male,608,south korea,FALSE,korean,52,
29,11,"tehran, iran",farsi8,,female,759,south korea,FALSE,korean,52,
39,12,"tehran, iran",farsi9,,female,892,malaysia,FALSE,korean,52,
39,13,"lautem, timor-leste",fataluku1,,male,1005,south korea,FALSE,korean,52,
35,5,"savusavu, vanua levu, fiji",fijian1,,female,1006,south korea,FALSE,korean,52,
39,6,"suva, fiji",fijian2,,male,1007,south korea,FALSE,korean,52,
48,6,"suva, fiji",fijian3,,male,1117,south korea,FALSE,korean,52,
23,4,"quezon city, philippines",filipino1,,female,1118,south korea,FALSE,korean,52,
21,3,"pasay, philippines",filipino2,,female,239,south korea,FALSE,korean,52,
22,9,"lahti, finland",finnish1,,female,1126,south korea,FALSE,korean,52,
20,7,"helsinki, finland",finnish2,,male,1142,south korea,FALSE,korean,52,
20,7,"helsinki, finland",finnish3,,female,1145,south korea,FALSE,korean,52,
30,9,"helsinki, finland",finnish4,,female,1196,south korea,FALSE,korean,52,
30,5,"victoria, british columbia, canada",finnish5,,male,1370,south korea,FALSE,korean,52,
19,9,"riihimaki, finland",finnish6,,female,1386,south korea,FALSE,korean,52,
46,9,"kauhava, finland",finnish7,,male,1507,south korea,FALSE,korean,52,
18,9,"tampere, finland",finnish8,,male,1624,south korea,FALSE,korean,52,
20,12,"st. laurent d'onay, france",french1,,female,1663,south korea,FALSE,korean,52,
31,10,"bordeaux, france",french10,,female,1687,south korea,FALSE,korean,52,
31,11,"limoges, france",french11,,female,240,south korea,FALSE,korean,52,
19,9,"montreal, quebec, canada",french12,,female,1690,south korea,FALSE,korean,52,
19,12,"bordeaux, france",french13,,female,1696,south korea,FALSE,korean,52,
23,14,"paris, france",french14,,female,1715,south korea,FALSE,korean,52,
32,12,"sens, france",french15,,female,1722,south korea,FALSE,korean,52,
19,7,"montreal, quebec, canada",french16,,female,1814,south korea,FALSE,korean,52,
39,14,"fribourg, switzerland",french17,,male,1815,south korea,FALSE,korean,52,
22,6,"washington, dc, usa",french18,,female,1838,south korea,FALSE,korean,52,
39,12,"grenoble, france",french19,,female,1843,south korea,FALSE,korean,52,
19,14,"tunis, tunisia",french2,,male,1848,south korea,FALSE,korean,52,
23,12,"alma, quebec, canada",french20,,male,1862,south korea,FALSE,korean,52,
20,9,"amiens, france",french21,,female,241,south korea,FALSE,korean,52,
78,16,"ghent, belgium",french22,,female,1943,south korea,FALSE,korean,52,
76,16,"ghent, belgium",french23,,female,1946,south korea,FALSE,korean,52,
47,13,"mostaganem, algeria",french24,,male,1950,usa,FALSE,korean,52,
20,12,"st. louis fr, france",french25,,male,1952,south korea,FALSE,korean,52,
27,11,"montreal, quebec, canada",french26,,male,1971,south korea,FALSE,korean,52,
38,12,"algiers, algeria",french27,,male,1982,south korea,FALSE,korean,52,
35,11,"port-au-prince, haiti",french28,,female,2015,south korea,FALSE,korean,52,
54,10,"cannes, france",french29,,male,2058,south korea,FALSE,korean,52,
22,11,"nice, france",french3,,male,2075,south korea,FALSE,korean,52,
37,12,"kinshasa, democratic republic of congo",french30,,female,2098,south korea,FALSE,korean,52,
28,15,"paris, france",french31,,female,242,south korea,FALSE,korean,52,
60,16,"kabinda, democratic republic of congo",french32,,female,2133,south korea,FALSE,korean,52,
62,10,"montreal, quebec, canada",french33,,male,2134,south korea,FALSE,korean,52,
56,16,"abidjan, ivory coast",french34,,male,2158,south korea,FALSE,korean,52,
27,10,"toulouse, france",french35,,female,243,south korea,FALSE,korean,52,
32,10,"reims, france",french36,,male,244,south korea,FALSE,korean,52,
42,14,"strasbourg, france",french37,,female,452,south korea,FALSE,korean,52,
22,8,"montreal, quebec, canada",french38,,male,474,south korea,FALSE,korean,52,
28,13,"pezenas, france",french39,,female,281,brazil,FALSE,portuguese,48,
31,14,"abidjan, ivory coast",french4,,male,282,brazil,FALSE,portuguese,48,
44,13.5,"rouen, france",french40,,female,495,brazil,FALSE,portuguese,48,
24,12,"la massana, andorra",french41,,male,513,portugal,FALSE,portuguese,48,
22,20,"kinshasa, democratic republic of congo",french42,,male,520,brazil,FALSE,portuguese,48,
22,11,"paris, france",french43,,male,558,brazil,FALSE,portuguese,48,
20,12,"la chaux-de-fonds, switzerland",french44,,male,615,brazil,FALSE,portuguese,48,
22,8,"montreal, quebec, canada",french45,,male,632,brazil,FALSE,portuguese,48,
22,10,"chatenay malabry, france",french46,,male,806,brazil,FALSE,portuguese,48,
66,12,"landerneau, brittany, france",french47,,female,812,portugal,FALSE,portuguese,48,
19,3,"douala, cameroon",french48,,male,829,brazil,FALSE,portuguese,48,
39,12,"paris, france",french49,,female,283,brazil,FALSE,portuguese,48,
36,11,"douala, cameroon",french5,,male,833,brazil,FALSE,portuguese,48,
67,14,"paris, france",french50,,male,891,brazil,FALSE,portuguese,48,
18,5,"liege, wallonia, belgium",french51,,female,933,angola,FALSE,portuguese,48,
56,11,"lisbon, portugal",french52,,female,938,brazil,FALSE,portuguese,48,
19,10,"creteil, france",french53,,female,960,brazil,FALSE,portuguese,48,
25,8,"vichy, france",french54,,female,972,brazil,FALSE,portuguese,48,
62,12,"settat, morocco",french55,,female,1109,brazil,FALSE,portuguese,48,
21,5,"douala, cameroon",french56,,female,1128,brazil,FALSE,portuguese,48,
23,12,"dakar, senegal",french57,,female,1187,brazil,FALSE,portuguese,48,
25,18,"douala, cameroon",french58,,male,1284,brazil,FALSE,portuguese,48,
20,5,"paris, france",french59,,female,284,brazil,FALSE,portuguese,48,
26,13,"booue, gabon",french6,,female,1285,brazil,FALSE,portuguese,48,
20,11,"paris, france",french60,,male,1286,brazil,FALSE,portuguese,48,
41,10,"rawalpindi, pakistan",french61,,male,1305,brazil,FALSE,portuguese,48,
21,20,"paris, france",french62,,male,1316,brazil,FALSE,portuguese,48,
37,11,"ouagadougou, burkina faso",french63,,male,1376,brazil,FALSE,portuguese,48,
18,5,"rimouski, quebec, canada",french7,,female,1389,brazil,FALSE,portuguese,48,
66,16,"ghent, belgium",french8,,female,1438,brazil,FALSE,portuguese,48,
21,11,"lamentin, martinique",french9,,female,1454,brazil,FALSE,portuguese,48,
62,13,"akkrum, friesland, netherlands",frisian1,,male,1470,brazil,FALSE,portuguese,48,
47,5,"accra, ghana",ga1,,female,1553,brazil,FALSE,portuguese,48,
38,4,"accra, ghana",ga2,,male,285,angola,FALSE,portuguese,48,
60,5,"accra, ghana",ga3,,male,1773,uk,FALSE,portuguese,48,
60,6,"accra, ghana",ga4,,male,1849,mexico,FALSE,portuguese,48,
36,5,"accra, ghana",ga5,,male,1883,angola,FALSE,portuguese,48,
20,8,"accra, ghana",ga6,,female,1922,brazil,FALSE,portuguese,48,
